"ID","start","end","Intro_camp_label","pop_groups","X_Final_04_longitude","X_Final_04_latitude","drinking_water_source","drinking_water_location","electicity_or_light_source_most_used","main_toilet_facility","cooking_at_hh_level","hh_cooking_source","hh_cooking_fuel","land_ownership","landownership_legal_docs","Improved_dw","Improved_dw_final","electricity","shared_san_facility","Improved_san","crowding_cat","Clean_cookingfuel","time_to_access_water_min","number_of_hhmembers","lat","lon","interviewdate","id","living_conditions_score","living_conditions_category"
88,"2023-05-24","2023-05-24","Ajuong Thok","refugee",30.2865111,9.9614041,"Public Tap/Standpipe","Elsewhere","No electricity in household","Pit latrine without slab/open pit","No appliances in the household","Three stone stove/open fire","Agricultural or crop residue/grass/ straw/ shrubs/ corn cobs","Respondent or another HH member","Yes",1,0,0,0,0,0,0,1118,5,9.9614041,30.2865111,"2023-05-24",88,1,"Poor"
89,"2023-05-18","2023-05-18","Yida","host community member",30.0273465,10.0031206,"Tube Well/Borehole","Elsewhere","No electricity in household","No facility/bush/field","Yes","Three stone stove/open fire","Wood","Respondent or another HH member","Yes",1,0,0,0,0,1,0,60,9,10.0031206,30.0273465,"2023-05-18",89,2,"Good"
90,"2023-04-17","2023-04-17","Ajuong Thok","host community member",30.2871359,9.9341523,"Public Tap/Standpipe","Elsewhere","No electricity in household","Pit latrine with slab","Yes","Three stone stove/open fire","Wood","Respondent or another HH member","Yes",1,0,0,0,1,1,0,120,12,9.9341523,30.2871359,"2023-04-17",90,3,"Good"
91,"2023-05-05","2023-05-05","MAKPANDU","refugee",28.6965412,4.7525083,"Tube Well/Borehole","Elsewhere","No electricity in household","No facility/bush/field","Yes","Three stone stove/open fire","Wood","Respondent or another HH member","Yes",1,0,0,0,0,0,0,90,1,4.7525083,28.6965412,"2023-05-05",91,1,"Poor"
92,"2023-06-01","2023-06-01","Yida","host community member",29.9221001,10.0414184,"Public Tap/Standpipe","Elsewhere","No electricity in household","No facility/bush/field","Yes","Three stone stove/open fire","Wood","Respondent or another HH member","Yes",1,0,0,0,0,0,0,120,5,10.0414184,29.9221001,"2023-06-01",92,1,"Poor"
93,"2023-05-06","2023-05-06","MAKPANDU","refugee",28.7005458,4.7577259,"Tube Well/Borehole","Elsewhere","No electricity in household","Composting toilet","Yes","Three stone stove/open fire","Wood","Unrelated Person","Don't know",1,1,0,0,1,0,0,1,9,4.7577259,28.7005458,"2023-05-06",93,3,"Good"
94,"2023-05-15","2023-05-15","Yida","host community member",30.0427219,9.8970686,"Tube Well/Borehole","Elsewhere","No electricity in household","No facility/bush/field","Yes","Three stone stove/open fire","Wood","Respondent or another HH member","Yes",1,0,0,0,0,1,0,300,13,9.8970686,30.0427219,"2023-05-15",94,2,"Good"
95,"2023-06-08","2023-06-08","Yusuf Batil","refugee",33.5852848,9.9737475,"Public Tap/Standpipe","Elsewhere","No electricity in household","Flush/pour-flush to pit latrine","Yes","Build stove with bricks and/or mud","Coal/lignite unprocessed","Unrelated Person","No",1,0,0,0,1,1,0,900,10,9.9737475,33.5852848,"2023-06-08",95,3,"Good"
96,"2023-05-25","2023-05-25","Kaya","host community member",33.2267016,10.1454038,"Tube Well/Borehole","Elsewhere","No electricity in household","No facility/bush/field","Yes","Build stove with bricks and/or mud","Wood","Unrelated Person","Yes",1,0,0,0,0,0,0,300,8,10.1454038,33.2267016,"2023-05-25",96,1,"Poor"
97,"2023-07-15","2023-07-15","Yusuf Batil","refugee",33.5836311,9.9725519,"Public Tap/Standpipe","Elsewhere","No electricity in household","Flush/pour-flush to pit latrine","Yes","Three stone stove/open fire","Agricultural or crop residue/grass/ straw/ shrubs/ corn cobs","Unrelated Person","No",1,1,0,1,1,1,0,1,10,9.9725519,33.5836311,"2023-07-15",97,4,"Good"
98,"2023-08-23","2023-08-23","Yusuf Batil","refugee",33.5716769,9.9720534,"Public Tap/Standpipe","Elsewhere","No electricity in household","Flush/pour-flush to pit latrine","Yes","Three stone stove/open fire","Wood","Unrelated Person","No",1,0,0,1,1,0,0,59887,8,9.9720534,33.5716769,"2023-08-23",98,2,"Good"
99,"2023-06-10","2023-06-10","Kaya","refugee",33.592686,10.1040798,"Tube Well/Borehole","In Own Yard/Plot","No electricity in household","Pit latrine without slab/open pit","Yes","Three stone stove/open fire","Wood","Unrelated Person","No",1,1,0,0,0,0,0,0,3,10.1040798,33.592686,"2023-06-10",99,2,"Good"
100,"2023-06-08","2023-06-08","Kaya","refugee",33.5942126,10.1050219,"Tube Well/Borehole","In Own Yard/Plot","No electricity in household","Pit latrine with slab","Yes","Three stone stove/open fire","Wood","Unrelated Person","No",1,1,0,0,1,0,0,0,7,10.1050219,33.5942126,"2023-06-08",100,3,"Good"
101,"2023-06-17","2023-06-17","Kaya","refugee",33.5812191,10.1098032,"Public Tap/Standpipe","Elsewhere","No electricity in household","Flush/pour-flush to pit latrine","Yes","Three stone stove/open fire","Wood","Unrelated Person","No",1,0,0,0,1,0,0,59895,11,10.1098032,33.5812191,"2023-06-17",101,2,"Good"
102,"2023-11-09","2023-11-09","GOROM","refugee",31.4434991,4.7596671,"Tube Well/Borehole","Elsewhere","No electricity in household","Pit latrine with slab","Yes","Build stove with bricks and/or mud","Charcoal briquettes/pellets","Unrelated Person","No",1,1,0,1,1,1,0,3,12,4.7596671,31.4434991,"2023-11-09",102,4,"Good"
103,"2023-05-08","2023-05-08","Ajuong Thok","refugee",30.2808597,9.966982,"Public Tap/Standpipe","Elsewhere","No electricity in household","Flush/pour-flush to pit latrine","Yes","Three stone stove/open fire","Wood","Unrelated Person","No",1,1,0,0,1,1,0,1,9,9.966982,30.2808597,"2023-05-08",103,4,"Good"
104,"2023-06-24","2023-06-24","Kaya","refugee",33.5840848,10.1045024,"Public Tap/Standpipe","Elsewhere","No electricity in household","Flush/pour-flush to pit latrine","Yes","Build stove with bricks and/or mud","Woodchips","Unrelated Person","No",1,0,0,0,1,1,0,600,13,10.1045024,33.5840848,"2023-06-24",104,3,"Good"
105,"2023-07-22","2023-07-22","Yida","host community member",30.0456776,10.0540105,"Tube Well/Borehole","Elsewhere","No electricity in household","No facility/bush/field","Yes","Three stone stove/open fire","Wood","Respondent or another HH member","Yes",1,0,0,0,0,0,0,60,8,10.0540105,30.0456776,"2023-07-22",105,1,"Poor"
106,"2023-06-30","2023-06-30","Pamir","refugee",30.3673727,9.9108942,"Public Tap/Standpipe","Elsewhere","No electricity in household","Pit latrine with slab","No appliances in the household","Three stone stove/open fire","Agricultural or crop residue/grass/ straw/ shrubs/ corn cobs","Unrelated Person","No",1,0,0,0,1,1,0,1298,8,9.9108942,30.3673727,"2023-06-30",106,3,"Good"
107,"2023-07-20","2023-07-20","Pamir","refugee",30.3540877,9.9018007,"Public Tap/Standpipe","Elsewhere","No electricity in household","Flush/pour-flush to pit latrine","Yes","Three stone stove/open fire","Wood","Unrelated Person","No",1,1,0,0,1,0,0,3,11,9.9018007,30.3540877,"2023-07-20",107,3,"Good"
108,"2023-06-12","2023-06-12","Yida","refugee",30.0615563,10.1114654,"Public Tap/Standpipe","Elsewhere","No electricity in household","No facility/bush/field","Yes","Three stone stove/open fire","Wood","Respondent or another HH member","Yes",1,0,0,0,0,0,0,1801,5,10.1114654,30.0615563,"2023-06-12",108,1,"Poor"
109,"2023-06-08","2023-06-08","Yusuf Batil","refugee",33.5797239,9.9699997,"Piped Into Yard/Plot",NA,"No electricity in household","Flush/pour-flush to pit latrine","Yes","Three stone stove/open fire","Wood","Unrelated Person","No",1,1,0,0,1,0,0,0,22,9.9699997,33.5797239,"2023-06-08",109,3,"Good"
110,"2023-05-10","2023-05-10","MAKPANDU","refugee",28.7015603,4.7559511,"Tube Well/Borehole","Elsewhere","No electricity in household","Pit latrine with slab","Yes","Build stove with bricks and/or mud","Wood","Respondent or another HH member","No",1,0,0,1,1,0,0,120,10,4.7559511,28.7015603,"2023-05-10",110,2,"Good"
111,"2023-04-15","2023-04-15","Ajuong Thok","host community member",30.2878177,9.9379526,"Public Tap/Standpipe","Elsewhere","No electricity in household","Pit latrine without slab/open pit","Yes","Three stone stove/open fire","Wood","Respondent or another HH member","Yes",1,0,0,1,0,0,0,60,8,9.9379526,30.2878177,"2023-04-15",111,1,"Poor"
112,"2023-04-24","2023-04-24","Doro","refugee",33.7570976,9.9875948,"Tube Well/Borehole","Elsewhere","No electricity in household","Hanging toilet/hanging latrine","No","0","0","Respondent or another HH member","No",1,0,0,1,0,0,0,75,4,9.9875948,33.7570976,"2023-04-24",112,1,"Poor"
113,"2023-04-20","2023-04-20","Doro","refugee",33.7649418,9.9827926,"Public Tap/Standpipe","Elsewhere","No electricity in household","No facility/bush/field","Yes","Three stone stove/open fire","Wood","Unrelated Person","No",1,0,0,0,0,1,0,60,8,9.9827926,33.7649418,"2023-04-20",113,2,"Good"
114,"2023-05-23","2023-05-23","Kaya","host community member",33.4409303,10.3089958,"Surface Water (River, Stream, Pond, Dam, Canal)","Elsewhere","No electricity in household","No facility/bush/field","Yes","Three stone stove/open fire","Wood","Unrelated Person","Yes",0,0,0,0,0,1,0,45,7,10.3089958,33.4409303,"2023-05-23",114,1,"Poor"
115,"2023-10-12","2023-10-12","Source Yubu","refugee",27.2961536,5.3924372,"Unprotected Dug Well","Elsewhere","No electricity in household","Ventilated improved pit latrine","Yes","Three stone stove/open fire","Wood","Respondent or another HH member","Yes",0,0,0,0,1,0,0,60,5,5.3924372,27.2961536,"2023-10-12",115,1,"Poor"
116,"2023-06-26","2023-06-26","Ajuong Thok","refugee",30.289948,9.9816425,"Public Tap/Standpipe","Elsewhere","No electricity in household","Pit latrine with slab","No appliances in the household","Three stone stove/open fire","Agricultural or crop residue/grass/ straw/ shrubs/ corn cobs","Unrelated Person","No",1,0,0,0,1,1,0,998,9,9.9816425,30.289948,"2023-06-26",116,3,"Good"
117,"2023-05-04","2023-05-04","Doro","host community member",33.777052,9.961692,"Public Tap/Standpipe","In Own Yard/Plot","No electricity in household","No facility/bush/field","No","0","0","Respondent or another HH member","Yes",1,1,0,0,0,1,0,0,6,9.961692,33.777052,"2023-05-04",117,3,"Good"
118,"2023-07-19","2023-07-19","Yusuf Batil","refugee",33.7477265,9.9735904,"Public Tap/Standpipe","Elsewhere","No electricity in household","Pit latrine with slab","Yes","Three stone stove/open fire","Wood","Unrelated Person","No",1,0,0,0,1,1,0,59885,8,9.9735904,33.7477265,"2023-07-19",118,3,"Good"
119,"2023-08-26","2023-08-26","Yusuf Batil","refugee",33.5731259,9.9792765,"Public Tap/Standpipe","Elsewhere","No electricity in household","Flush/pour-flush to pit latrine","Yes","Liquid fuel stove","Charcoal unprocessed","Unrelated Person","No",1,0,0,0,1,0,0,59885,8,9.9792765,33.5731259,"2023-08-26",119,2,"Good"
120,"2023-08-26","2023-08-26","Yusuf Batil","refugee",33.5736792,9.9811064,"Public Tap/Standpipe","Elsewhere","No electricity in household","Pit latrine with slab","Yes","Build stove with bricks and/or mud","Charcoal briquettes/pellets","Unrelated Person","No",1,0,0,0,1,0,0,59882,6,9.9811064,33.5736792,"2023-08-26",120,2,"Good"
121,"2023-06-20","2023-06-20","Kaya","refugee",33.5829963,10.1065633,"Public Tap/Standpipe","Elsewhere","No electricity in household","Flush/pour-flush to pit latrine","Yes","Three stone stove/open fire","Wood","Unrelated Person","No",1,0,0,0,1,0,0,59886,12,10.1065633,33.5829963,"2023-06-20",121,2,"Good"
122,"2023-05-13","2023-05-13","Ajuong Thok","refugee",30.2784581,9.9603688,"Public Tap/Standpipe","Elsewhere","No electricity in household","No facility/bush/field","Yes","Build stove with bricks and/or mud","Wood","Unrelated Person","Yes",1,0,0,0,0,0,0,300,3,9.9603688,30.2784581,"2023-05-13",122,1,"Poor"
123,"2023-08-24","2023-08-24","EZO","refugee",27.4781536,5.0762597,"Tube Well/Borehole","Elsewhere","No electricity in household","Pit latrine with slab","Yes","Three stone stove/open fire","Wood","Respondent or another HH member","Yes",1,0,0,1,1,0,0,45,8,5.0762597,27.4781536,"2023-08-24",123,2,"Good"
124,"2023-04-17","2023-04-17","Ajuong Thok","refugee",30.2829114,9.9579671,"Public Tap/Standpipe","Elsewhere","No electricity in household","Flush/pour-flush to pit latrine","Yes","Other, specify","Charcoal unprocessed","Unrelated Person","No",1,0,0,0,1,1,0,59885,7,9.9579671,30.2829114,"2023-04-17",124,3,"Good"
125,"2023-05-19","2023-05-19","Doro","refugee",33.7484704,9.9859579,"Tube Well/Borehole","Elsewhere","No electricity in household","No facility/bush/field","Yes","Three stone stove/open fire","Wood","Unrelated Person","No",1,0,0,0,0,1,0,70,7,9.9859579,33.7484704,"2023-05-19",125,2,"Good"
126,"2023-05-15","2023-05-15","Doro","refugee",33.7367926,9.9875682,"Public Tap/Standpipe","Elsewhere","No electricity in household","Flush/pour-flush to pit latrine","Yes","Three stone stove/open fire","Agricultural or crop residue/grass/ straw/ shrubs/ corn cobs","Unrelated Person","No",1,0,0,0,1,1,0,59885,7,9.9875682,33.7367926,"2023-05-15",126,3,"Good"
127,"2023-05-01","2023-05-01","Doro","host community member",33.9890039,9.9311251,"Unprotected Spring","Elsewhere","No electricity in household","No facility/bush/field","No","0","0","Unrelated Person","No",0,0,0,0,0,0,0,2798,8,9.9311251,33.9890039,"2023-05-01",127,0,"Poor"
128,"2023-07-03","2023-07-03","Yusuf Batil","refugee",33.5719653,9.9686443,"Tube Well/Borehole","In Own Yard/Plot","No electricity in household","Pit latrine with slab","Yes","Three stone stove/open fire","Wood","Unrelated Person","No",1,1,0,0,1,1,0,0,8,9.9686443,33.5719653,"2023-07-03",128,4,"Good"
129,"2023-10-02","2023-10-02","Kaya","refugee",33.5876384,10.1066131,"Tube Well/Borehole","In Own Yard/Plot","No electricity in household","Pit latrine with slab","Yes","Three stone stove/open fire","Wood","Unrelated Person","No",1,1,0,0,1,1,0,0,10,10.1066131,33.5876384,"2023-10-02",129,4,"Good"
130,"2023-06-17","2023-06-17","Yida","host community member",29.991827,9.9230401,"Public Tap/Standpipe","Elsewhere","Dry cell battery / torch","No facility/bush/field","Yes","Three stone stove/open fire","Wood","Respondent or another HH member","Yes",1,1,0,0,0,0,0,15,9,9.9230401,29.991827,"2023-06-17",130,2,"Good"
131,"2023-07-14","2023-07-14","Yusuf Batil","refugee",33.5803228,9.9852072,"Public Tap/Standpipe","Elsewhere","No electricity in household","Flush/pour-flush to pit latrine","Yes","Build stove with bricks and/or mud","Wood","Unrelated Person","No",1,0,0,0,1,0,0,120,5,9.9852072,33.5803228,"2023-07-14",131,2,"Good"
132,"2023-07-12","2023-07-12","Yida","host community member",29.9866154,10.2737387,"Unprotected Dug Well","Elsewhere","No electricity in household","No facility/bush/field","Yes","Three stone stove/open fire","Wood","Respondent or another HH member","Yes",0,0,0,0,0,0,0,30,6,10.2737387,29.9866154,"2023-07-12",132,0,"Poor"
133,"2023-05-17","2023-05-17","Yida","refugee",30.0818104,10.1031371,"Public Tap/Standpipe","Elsewhere","No electricity in household","Pit latrine without slab/open pit","No appliances in the household","Moveable firepan","Coal/lignite unprocessed","Unrelated Person","Yes",1,0,0,0,0,0,0,1358,3,10.1031371,30.0818104,"2023-05-17",133,1,"Poor"
134,"2023-04-18","2023-04-18","Ajuong Thok","refugee",30.2879968,9.9786678,"Public Tap/Standpipe","Elsewhere","No electricity in household","Other (Specify)","Yes","Other, specify","Wood","Unrelated Person","No",1,0,0,0,0,0,0,1,1,9.9786678,30.2879968,"2023-04-18",134,1,"Poor"
136,"2023-08-18","2023-08-18","Kaya","refugee",33.589603,10.1112847,"Public Tap/Standpipe","In Own Yard/Plot","No electricity in household","Ventilated improved pit latrine","Yes","Three stone stove/open fire","Woodchips","Unrelated Person","No",1,1,0,0,1,0,0,0,4,10.1112847,33.589603,"2023-08-18",136,3,"Good"
137,"2023-09-25","2023-09-25","Yida","refugee",30.0920522,10.0970443,"Public Tap/Standpipe","Elsewhere","No electricity in household","No facility/bush/field","Yes","Three stone stove/open fire","Wood","Unrelated Person","No",1,1,0,0,0,0,0,10,5,10.0970443,30.0920522,"2023-09-25",137,2,"Good"
138,"2023-10-07","2023-10-07","Kaya","refugee",33.5898045,10.1141186,"Public Tap/Standpipe","In Own Yard/Plot","No electricity in household","Ventilated improved pit latrine","Yes","Three stone stove/open fire","Wood","Unrelated Person","No",1,1,0,0,1,0,0,0,6,10.1141186,33.5898045,"2023-10-07",138,3,"Good"
139,"2023-08-01","2023-08-01","Kaya","host community member",33.4807711,10.0439029,"Surface Water (River, Stream, Pond, Dam, Canal)","Elsewhere","No electricity in household","No facility/bush/field","Yes","Three stone stove/open fire","Wood","Respondent or another HH member","Yes",0,0,0,0,0,1,0,720,6,10.0439029,33.4807711,"2023-08-01",139,1,"Poor"
140,"2023-07-06","2023-07-06","Gendrassa","refugee",33.6166485,9.9835489,"Public Tap/Standpipe","Elsewhere","No electricity in household","Pit latrine without slab/open pit","Yes","Other, specify","Charcoal unprocessed","Unrelated Person","No",1,1,0,0,0,1,0,5,9,9.9835489,33.6166485,"2023-07-06",140,3,"Good"
141,"2023-05-08","2023-05-08","Ajuong Thok","refugee",30.2782002,9.968614,"Public Tap/Standpipe","Elsewhere","No electricity in household","Pit latrine with slab","Yes","Three stone stove/open fire","Wood","Unrelated Person","Yes",1,0,0,0,1,1,0,1801,10,9.968614,30.2782002,"2023-05-08",141,3,"Good"
142,"2023-08-24","2023-08-24","Yusuf Batil","refugee",33.5837599,9.9843537,"Public Tap/Standpipe","Elsewhere","No electricity in household","Flush/pour-flush to pit latrine","Yes","Moveable firepan","Coal/lignite unprocessed","Unrelated Person","No",1,0,0,0,1,1,0,300,4,9.9843537,33.5837599,"2023-08-24",142,3,"Good"
143,"2023-06-12","2023-06-12","MAKPANDU","refugee",28.7035984,4.7490927,"Public Tap/Standpipe","In Own Yard/Plot","No electricity in household","Pit latrine with slab","Yes","Three stone stove/open fire","Wood","Respondent or another HH member","Yes",1,1,0,1,1,0,0,0,10,4.7490927,28.7035984,"2023-06-12",143,3,"Good"
144,"2023-05-17","2023-05-17","Yida","host community member",30.0864249,10.0939753,"Public Tap/Standpipe","Elsewhere","No electricity in household","No facility/bush/field","Yes","Three stone stove/open fire","Wood","Respondent or another HH member","Yes",1,0,0,0,0,1,0,120,24,10.0939753,30.0864249,"2023-05-17",144,2,"Good"
145,"2023-07-14","2023-07-14","Yusuf Batil","refugee",33.581345,9.9744867,"Piped Into Yard/Plot",NA,"No electricity in household","Flush/pour-flush to pit latrine","Yes","Three stone stove/open fire","Wood","Unrelated Person","No",1,1,0,0,1,1,0,0,11,9.9744867,33.581345,"2023-07-14",145,4,"Good"
